pmid,year,human,animal,mol_cell,research
31649322,2021,1.0,0.0,0.0,True
31650955,2019,0.0,0.4,0.6,True
31665630,2019,0.0,0.6,0.4,True
31668555,2020,0.0,0.75,0.25,True
31669302,2020,0.8571428571428571,0.0,0.14285714285714285,True
31671270,2020,0.0,0.6,0.4,True
31684760,2020,1.0,0.0,0.0,True
31688919,2020,0.0,0.3,0.7,True
31689275,2019,1.0,0.0,0.0,True
31689535,2020,1.0,0.0,0.0,True
31693394,2020,0.125,0.125,0.75,True
31698079,2020,1.0,0.0,0.0,True
31701156,2020,0.5,0.5,0.0,True
31702089,2021,1.0,0.0,0.0,True
31703148,2020,1.0,0.0,0.0,True
31704340,2020,1.0,0.0,0.0,True
31704717,2020,0.25,0.0,0.75,True
31705800,2020,0.0,0.75,0.25,True
31707734,2020,1.0,0.0,0.0,True
31713192,2020,1.0,0.0,0.0,True
31713961,2021,1.0,0.0,0.0,True
31714897,2020,0.3333333333333333,0.0,0.6666666666666666,True
31719114,2020,0.14285714285714285,0.0,0.8571428571428571,True
31719165,2020,0.0,0.42857142857142855,0.5714285714285714,True
31724254,2020,0.0,0.75,0.25,True
31730882,2020,1.0,0.0,0.0,True
31732715,2021,1.0,0.0,0.0,True
31735379,2020,0.75,0.0,0.25,True
31739726,2020,0.7142857142857143,0.0,0.2857142857142857,True
31745235,2021,0.0,0.75,0.25,True
31759816,2020,1.0,0.0,0.0,True
31760063,2020,0.125,0.625,0.25,True
31760463,2020,0.14285714285714285,0.0,0.8571428571428571,True
31761494,2020,0.0,0.0,1.0,True
31768073,2020,0.0,0.4444444444444444,0.5555555555555556,True
31768525,2020,0.6666666666666666,0.0,0.3333333333333333,True
31770109,2020,0.2,0.0,0.8,True
31772323,2020,0.0,0.36363636363636365,0.6363636363636364,True
31776279,2020,0.1,0.0,0.9,True
31782768,2020,0.4,0.4,0.2,True
31784345,2020,1.0,0.0,0.0,True
31786256,2020,0.3,0.4,0.3,True
31787357,2020,0.25,0.0,0.75,True
31791039,2020,1.0,0.0,0.0,True
31791675,2020,1.0,0.0,0.0,True
31792465,2020,0.0,0.75,0.25,True
31794731,2020,0.0,1.0,0.0,True
31805824,2020,0.3333333333333333,0.0,0.6666666666666666,True
31811030,2020,0.0,0.75,0.25,True
31816153,2020,0.4444444444444444,0.2222222222222222,0.3333333333333333,True
31818907,2020,1.0,0.0,0.0,True
31821175,2020,0.8,0.0,0.2,True
31822572,2020,1.0,0.0,0.0,True
31825084,2020,0.8571428571428571,0.0,0.14285714285714285,True
31826744,2020,0.0,0.8,0.2,True
31827281,2020,0.2,0.8,0.0,True
31830773,2020,0.0,1.0,0.0,True
31833410,2020,1.0,0.0,0.0,True
31834811,2020,1.0,0.0,0.0,True
31838871,2020,1.0,0.0,0.0,True
31841133,2020,1.0,0.0,0.0,True
31855881,2020,0.8333333333333334,0.0,0.16666666666666666,True
31858113,2020,0.8571428571428571,0.0,0.14285714285714285,True
31870908,2020,1.0,0.0,0.0,True
31871193,2020,0.3333333333333333,0.0,0.6666666666666666,True
31874111,2020,1.0,0.0,0.0,True
31875881,2021,1.0,0.0,0.0,True
31875913,2020,1.0,0.0,0.0,True
31877415,2020,0.8,0.2,0.0,True
31882362,2020,0.0,0.4444444444444444,0.5555555555555556,True
31882545,2020,0.0,0.8,0.2,True
31886477,2021,1.0,0.0,0.0,True
31886849,2020,1.0,0.0,0.0,True
31887344,2020,0.3333333333333333,0.0,0.6666666666666666,True
31889490,2020,0.25,0.0,0.75,True
31890731,2019,0.42857142857142855,0.2857142857142857,0.2857142857142857,True
31890735,2019,0.25,0.125,0.625,True
31890743,2019,0.0,0.14285714285714285,0.8571428571428571,True
31893087,2019,1.0,0.0,0.0,True
31893124,2019,0.25,0.75,0.0,True
31894150,2020,0.0,0.5,0.5,True
31894347,2020,0.3333333333333333,0.6666666666666666,0.0,True
31895173,2021,1.0,0.0,0.0,True
31895698,2020,0.6666666666666666,0.3333333333333333,0.0,True
31896304,2020,0.0,0.5714285714285714,0.42857142857142855,True
31896583,2020,0.0,0.8,0.2,True
31896599,2020,0.2,0.4,0.4,True
31896725,2020,1.0,0.0,0.0,False
31896749,2020,0.14285714285714285,0.42857142857142855,0.42857142857142855,True
31896779,2020,1.0,0.0,0.0,True
31898340,2020,0.0,0.75,0.25,True
31898878,2020,1.0,0.0,0.0,True
31899035,2020,1.0,0.0,0.0,True
31899796,2020,1.0,0.0,0.0,True
31899823,2020,1.0,0.0,0.0,True
31901865,2020,0.14285714285714285,0.2857142857142857,0.5714285714285714,True
31903112,2020,0.2,0.6,0.2,True
31903181,2019,0.0,0.0,0.0,True
31903484,2020,1.0,0.0,0.0,True
31903638,2020,1.0,0.0,0.0,True
31903849,2020,0.1111111111111111,0.7777777777777778,0.1111111111111111,True
31904282,2020,0.0,0.6666666666666666,0.3333333333333333,True
31904337,2020,0.25,0.0,0.75,True
31905218,2020,0.125,0.375,0.5,True
31905372,2020,0.0,1.0,0.0,True
31907195,2020,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
31908010,2020,0.6666666666666666,0.0,0.3333333333333333,True
31908972,2019,1.0,0.0,0.0,True
31909352,2019,1.0,0.0,0.0,True
31910279,2020,0.8333333333333334,0.0,0.16666666666666666,True
31910280,2020,1.0,0.0,0.0,True
31911474,2020,0.0,0.42857142857142855,0.5714285714285714,True
31911494,2020,0.0,0.25,0.75,True
31911546,2020,1.0,0.0,0.0,True
31911550,2020,0.16666666666666666,0.5,0.3333333333333333,True
31911620,2020,0.5,0.0,0.5,True
31911655,2020,0.125,0.0,0.875,True
31911677,2020,0.5,0.0,0.5,True
31912144,2020,0.6666666666666666,0.0,0.3333333333333333,True
31912366,2020,0.16666666666666666,0.3333333333333333,0.5,True
31912614,2020,0.07692307692307693,0.38461538461538464,0.5384615384615384,True
31912905,2020,0.16666666666666666,0.0,0.8333333333333334,True
31913161,2020,0.5,0.0,0.5,True
31913274,2020,0.0,0.6666666666666666,0.3333333333333333,True
31913576,2020,0.5,0.0,0.5,True
31914647,2020,0.5,0.5,0.0,True
31914792,2020,0.7142857142857143,0.0,0.2857142857142857,True
31915142,2020,1.0,0.0,0.0,True
31915290,2020,0.0,0.3333333333333333,0.6666666666666666,True
31915391,2020,0.0,0.75,0.25,True
31915907,2020,1.0,0.0,0.0,True
31916313,2020,0.5,0.0,0.5,True
31917677,2019,1.0,0.0,0.0,True
31918151,2020,0.3333333333333333,0.0,0.6666666666666666,True
31919284,2020,0.2,0.0,0.8,True
31919423,2020,0.0,0.6,0.4,True
31919450,2020,1.0,0.0,0.0,True
31920502,2019,0.2727272727272727,0.09090909090909091,0.6363636363636364,True
31920542,2019,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
31921143,2019,0.3333333333333333,0.0,0.6666666666666666,True
31921209,2019,0.0,0.5,0.5,True
31922537,2021,0.5,0.0,0.5,True
31923239,2020,0.0,0.75,0.25,True
31923263,2020,0.25,0.25,0.5,True
31923382,2020,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
31924649,2020,0.2,0.2,0.6,True
31924652,2020,0.0,0.5,0.5,True
31924728,2020,0.0,0.6666666666666666,0.3333333333333333,True
31925293,2020,0.0,0.5,0.5,True
31925335,2020,0.0,0.5,0.5,True
31925595,2020,1.0,0.0,0.0,True
31925935,2020,0.875,0.0,0.125,True
31927166,2020,1.0,0.0,0.0,True
31927591,2020,1.0,0.0,0.0,True
31928422,2020,0.2,0.4,0.4,True
31928949,2020,1.0,0.0,0.0,True
31929531,2020,1.0,0.0,0.0,True
31930156,2020,0.5,0.0,0.5,True
31931009,2020,0.1,0.0,0.9,True
31931071,2020,0.0,1.0,0.0,True
31931275,2020,1.0,0.0,0.0,True
31931447,2020,0.0,1.0,0.0,True
31932313,2020,0.0,0.0,1.0,True
31932455,2020,1.0,0.0,0.0,True
31932481,2020,0.1111111111111111,0.4444444444444444,0.4444444444444444,True
31932588,2020,0.1111111111111111,0.3333333333333333,0.5555555555555556,True
31932728,2020,0.0,0.6,0.4,True
31932765,2020,0.0,1.0,0.0,True
31932825,2020,0.2,0.0,0.8,True
31934493,2020,0.25,0.25,0.5,True
31935881,2020,0.0,0.0,1.0,True
31937415,2020,0.0,1.0,0.0,True
31937660,2020,0.16666666666666666,0.0,0.8333333333333334,True
31939655,2020,0.0,0.0,1.0,True
31939811,2020,0.2,0.6,0.2,True
31940494,2020,0.2,0.4,0.4,True
31940495,2020,0.16666666666666666,0.0,0.8333333333333334,True
31940916,2020,0.0,0.0,1.0,True
31941277,2020,0.0,0.0,0.0,True
31941368,2020,1.0,0.0,0.0,True
31941448,2020,0.8181818181818182,0.18181818181818182,0.0,True
31941718,2020,0.0,0.0,1.0,True
31941754,2020,0.14285714285714285,0.7142857142857143,0.14285714285714285,True
31941780,2020,0.2,0.0,0.8,True
31941826,2020,1.0,0.0,0.0,True
31941907,2020,0.1111111111111111,0.2222222222222222,0.6666666666666666,True
31942037,2021,0.3333333333333333,0.6666666666666666,0.0,True
31942600,2020,1.0,0.0,0.0,True
31943534,2020,1.0,0.0,0.0,True
31944498,2020,1.0,0.0,0.0,True
31944549,2020,1.0,0.0,0.0,True
31945054,2020,0.2,0.0,0.8,True
31945128,2020,1.0,0.0,0.0,True
31945542,2020,0.25,0.0,0.75,True
31947707,2020,0.0,1.0,0.0,True
31947749,2020,1.0,0.0,0.0,True
31948482,2020,0.0,0.75,0.25,True
31948495,2021,0.7777777777777778,0.0,0.2222222222222222,True
31949145,2020,0.125,0.375,0.5,True
31951641,2020,0.3333333333333333,0.0,0.6666666666666666,True
31952464,2020,0.0,1.0,0.0,True
31952533,2020,0.6,0.0,0.4,True
31952867,2020,0.0,0.6,0.4,True
31952925,2020,1.0,0.0,0.0,True
31953150,2020,0.0,1.0,0.0,True
31953184,2020,0.8333333333333334,0.0,0.16666666666666666,True
31953245,2020,0.0,0.6,0.4,True
31953351,2020,0.3333333333333333,0.3333333333333333,0.3333333333333333,True
31953449,2020,1.0,0.0,0.0,True
31953533,2020,1.0,0.0,0.0,True
31953710,2020,1.0,0.0,0.0,True
31955915,2020,1.0,0.0,0.0,True
31956033,2020,1.0,0.0,0.0,True
31957062,2020,0.7,0.0,0.3,True
31957984,2020,1.0,0.0,0.0,True
31958187,2020,1.0,0.0,0.0,True
31958302,2020,0.75,0.0,0.25,True
31958756,2020,0.0,0.0,1.0,True
31959496,2020,1.0,0.0,0.0,True
31959727,2020,0.125,0.5,0.375,True
31959935,2020,0.0,0.8,0.2,True
31959941,2020,0.0,0.0,1.0,True
31959990,2020,0.2,0.0,0.8,True
31959992,2020,0.75,0.0,0.25,True
31960207,2020,1.0,0.0,0.0,True
31961070,2020,0.0,0.42857142857142855,0.5714285714285714,True
31961433,2020,0.0,0.5,0.5,True
31961825,2020,0.5,0.0,0.5,True
31961826,2020,1.0,0.0,0.0,True
31961854,2020,1.0,0.0,0.0,True
31961911,2020,0.0,0.5,0.5,True
31963118,2020,0.3333333333333333,0.0,0.6666666666666666,True
31963223,2020,0.14285714285714285,0.0,0.8571428571428571,True
31963936,2020,0.25,0.0,0.75,True
31964368,2020,1.0,0.0,0.0,True
31964738,2020,0.1111111111111111,0.2222222222222222,0.6666666666666666,True
31964772,2020,0.0,0.0,1.0,True
31964994,2020,0.0,1.0,0.0,True
31967935,2020,0.0,0.4,0.6,True
31967946,2020,0.0,0.5,0.5,True
31968015,2020,0.0,0.42857142857142855,0.5714285714285714,True
31968253,2020,0.1,0.3,0.6,True
31968264,2020,0.1,0.2,0.7,True
31968337,2019,1.0,0.0,0.0,True
31969338,2020,1.0,0.0,0.0,True
31969456,2020,0.0,0.75,0.25,True
31969567,2020,0.14285714285714285,0.42857142857142855,0.42857142857142855,True
31970398,2020,0.6666666666666666,0.0,0.3333333333333333,True
31970907,2020,0.8,0.0,0.2,True
31970984,2020,0.16666666666666666,0.0,0.8333333333333334,True
31971579,2020,0.0,0.0,0.0,True
31972222,2020,0.2,0.0,0.8,True
31972283,2020,0.0,1.0,0.0,True
31973999,2020,0.0,0.75,0.25,True
31974142,2020,1.0,0.0,0.0,True
31974162,2020,0.0,0.0,1.0,True
31974205,2020,0.0,0.5,0.5,True
31974374,2020,0.1,0.2,0.7,True
31976519,2020,0.8571428571428571,0.0,0.14285714285714285,True
31976583,2020,1.0,0.0,0.0,True
31977061,2020,1.0,0.0,0.0,True
31977311,2020,0.14285714285714285,0.42857142857142855,0.42857142857142855,True
31978055,2020,0.6,0.0,0.4,True
31978062,2020,0.2,0.0,0.8,True
31978380,2020,0.0,0.0,0.0,True
31978739,2020,1.0,0.0,0.0,True
31979226,2020,0.0,0.25,0.75,True
31980401,2020,1.0,0.0,0.0,True
31980614,2020,0.1111111111111111,0.0,0.8888888888888888,True
31980816,2020,0.125,0.25,0.625,True
31981407,2020,1.0,0.0,0.0,True
31981644,2020,1.0,0.0,0.0,True
31983538,2020,0.5,0.0,0.5,True
31985806,2020,0.5,0.0,0.5,True
31986017,2020,0.0,0.0,1.0,True
31986059,2020,1.0,0.0,0.0,True
31986064,2020,1.0,0.0,0.0,True
31987035,2020,0.25,0.0,0.75,True
31987963,2020,0.0,0.4,0.6,True
31988243,2020,0.09090909090909091,0.18181818181818182,0.7272727272727273,True
31988463,2020,0.5,0.0,0.5,True
31989925,2020,0.125,0.5,0.375,True
31991737,2020,0.125,0.0,0.875,True
31992617,2020,0.3333333333333333,0.0,0.6666666666666666,True
31992715,2020,0.14285714285714285,0.5714285714285714,0.2857142857142857,True
31992758,2020,1.0,0.0,0.0,True
31992839,2020,1.0,0.0,0.0,True
31992976,2020,0.5,0.5,0.0,True
31993650,2020,1.0,0.0,0.0,True
31994199,2020,0.2,0.4,0.4,True
31994362,2020,0.0,0.0,0.0,True
31995256,2020,0.0,0.0,1.0,True
31995812,2020,1.0,0.0,0.0,True
31996268,2020,1.0,0.0,0.0,True
31996359,2020,0.0,0.5714285714285714,0.42857142857142855,True
31996388,2020,1.0,0.0,0.0,True
31996461,2020,0.0,0.375,0.625,True
31996466,2020,0.16666666666666666,0.5,0.3333333333333333,True
31996483,2020,0.2,0.0,0.8,True
31996763,2020,1.0,0.0,0.0,True
31998063,2020,0.0,1.0,0.0,True
31998480,2019,0.0,0.0,0.0,True
31998717,2020,0.0,0.25,0.75,True
31999304,2020,0.0,0.75,0.25,True
31999437,2020,0.25,0.0,0.75,True
31999726,2020,0.2,0.4,0.4,True
32000578,2021,0.3333333333333333,0.6666666666666666,0.0,True
32000903,2020,0.0,0.5,0.5,True
32001521,2020,0.5,0.0,0.5,True
32001571,2020,0.0,0.0,1.0,True
32002143,2020,1.0,0.0,0.0,True
32002540,2020,0.8571428571428571,0.0,0.14285714285714285,True
32002778,2020,0.0,0.0,1.0,True
32002779,2020,0.0,0.0,1.0,True
32004448,2020,1.0,0.0,0.0,True
32004507,2020,0.0,0.6,0.4,True
32004697,2021,1.0,0.0,0.0,True
32004714,2020,0.5,0.0,0.5,True
32005828,2020,0.6,0.4,0.0,True
32005981,2020,0.0,0.5,0.5,True
32006385,2020,1.0,0.0,0.0,True
32008376,2020,0.2,0.2,0.6,True
32009518,2020,0.3333333333333333,0.6666666666666666,0.0,True
32009654,2020,0.25,0.0,0.75,True
32010873,2019,0.5,0.0,0.5,True
32011210,2020,0.2,0.4,0.4,True
32012160,2020,0.5,0.5,0.0,True
32012248,2020,1.0,0.0,0.0,True
32013784,2020,0.5,0.0,0.5,True
32014111,2020,0.25,0.25,0.5,True
32014552,2020,1.0,0.0,0.0,True
32015487,2020,1.0,0.0,0.0,True
32015557,2020,0.15384615384615385,0.38461538461538464,0.46153846153846156,True
32016127,2020,0.3333333333333333,0.0,0.6666666666666666,True
32017709,2020,0.5,0.0,0.5,True
32017711,2020,0.0,0.75,0.25,True
32017962,2020,1.0,0.0,0.0,True
32018194,2020,1.0,0.0,0.0,True
32018941,2020,0.0,1.0,0.0,True
32018967,2020,1.0,0.0,0.0,True
32019134,2020,0.3333333333333333,0.0,0.6666666666666666,True
32019188,2020,1.0,0.0,0.0,True
32019616,2020,0.8571428571428571,0.0,0.14285714285714285,True
32019887,2020,0.3333333333333333,0.0,0.6666666666666666,True
32019899,2020,0.08333333333333333,0.25,0.6666666666666666,True
32019910,2020,0.2,0.6,0.2,True
32019928,2020,0.125,0.5,0.375,True
32020483,2020,0.0,0.5,0.5,True
32022347,2020,1.0,0.0,0.0,True
32022389,2020,1.0,0.0,0.0,True
32022992,2020,0.5,0.0,0.5,True
32024801,2020,0.0,0.6666666666666666,0.3333333333333333,True
32027361,2020,0.16666666666666666,0.5,0.3333333333333333,True
32027394,2020,0.3333333333333333,0.0,0.6666666666666666,True
32027495,2020,0.0,0.0,1.0,True
32027825,2020,0.0,0.42857142857142855,0.5714285714285714,True
32029474,2020,0.16666666666666666,0.5,0.3333333333333333,True
32029571,2020,0.0,0.6,0.4,True
32030847,2020,1.0,0.0,0.0,True
32030867,2020,1.0,0.0,0.0,True
32030914,2020,1.0,0.0,0.0,True
32032302,2020,0.3333333333333333,0.0,0.6666666666666666,True
32032354,2020,0.0,0.16666666666666666,0.8333333333333334,True
32032518,2020,0.2,0.2,0.6,True
32032525,2020,0.0,0.4,0.6,True
32033171,2020,0.0,0.25,0.75,True
32033370,2020,0.0,0.6666666666666666,0.3333333333333333,True
32033912,2020,0.8333333333333334,0.16666666666666666,0.0,True
32034075,2020,0.0,0.6666666666666666,0.3333333333333333,True
32034141,2020,0.0,0.5,0.5,True
32034898,2020,0.25,0.0,0.75,True
32034942,2020,0.0,0.5,0.5,True
32035943,2021,0.8571428571428571,0.0,0.14285714285714285,True
32036034,2020,1.0,0.0,0.0,True
32037447,2020,0.125,0.375,0.5,True
32037740,2020,1.0,0.0,0.0,True
32038161,2020,0.0,0.0,1.0,True
32038206,2020,1.0,0.0,0.0,True
32038561,2020,0.0,0.0,1.0,True
32038741,2020,0.0,0.0,1.0,True
32040482,2020,0.8,0.0,0.2,True
32040770,2020,0.3333333333333333,0.0,0.6666666666666666,True
32040961,2020,0.7142857142857143,0.2857142857142857,0.0,True
32041821,2020,0.25,0.0,0.75,True
32041900,2020,1.0,0.0,0.0,True
32041906,2020,0.0,0.0,1.0,True
32042153,2020,0.0,0.3333333333333333,0.6666666666666666,True
32042569,2019,0.6666666666666666,0.16666666666666666,0.16666666666666666,True
32043883,2020,0.0,0.0,0.0,True
32045544,2020,1.0,0.0,0.0,False
32047868,2019,1.0,0.0,0.0,True
32048120,2020,1.0,0.0,0.0,True
32048336,2020,1.0,0.0,0.0,True
32048419,2020,1.0,0.0,0.0,True
32049011,2020,0.3333333333333333,0.6666666666666666,0.0,True
32049013,2020,0.16666666666666666,0.5,0.3333333333333333,True
32049048,2020,0.25,0.5,0.25,True
32049308,2020,1.0,0.0,0.0,True
32050449,2020,0.16666666666666666,0.0,0.8333333333333334,True
32050783,2020,1.0,0.0,0.0,True
32051227,2020,0.2,0.4,0.4,True
32051327,2020,0.0,1.0,0.0,True
32051414,2020,0.0,0.5714285714285714,0.42857142857142855,True
32052016,2020,0.8,0.0,0.2,True
32052421,2020,1.0,0.0,0.0,True
32053790,2020,0.3333333333333333,0.5,0.16666666666666666,True
32053866,2020,1.0,0.0,0.0,True
32053966,2020,0.3333333333333333,0.16666666666666666,0.5,True
32054451,2020,0.75,0.0,0.25,True
32054731,2020,1.0,0.0,0.0,True
32054787,2020,0.0,0.4,0.6,True
32054861,2020,1.0,0.0,0.0,True
32054879,2020,0.14285714285714285,0.42857142857142855,0.42857142857142855,True
32054999,2020,0.8571428571428571,0.0,0.14285714285714285,True
32055640,2020,0.2,0.0,0.8,True
32055862,2021,0.25,0.75,0.0,True
32057297,2020,0.2,0.4,0.4,True
32058803,2020,0.5,0.5,0.0,True
32058974,2020,0.14285714285714285,0.14285714285714285,0.7142857142857143,True
32059197,2020,0.5,0.0,0.5,True
32059757,2020,0.0,1.0,0.0,True
32060001,2020,0.3076923076923077,0.23076923076923078,0.46153846153846156,True
32060216,2020,1.0,0.0,0.0,True
32060262,2020,0.25,0.5,0.25,True
32060274,2020,1.0,0.0,0.0,True
32060305,2020,0.3333333333333333,0.0,0.6666666666666666,True
32060559,2020,1.0,0.0,0.0,True
32060608,2020,0.375,0.25,0.375,True
32060677,2020,0.0,0.0,1.0,True
32061832,2020,0.0,0.2857142857142857,0.7142857142857143,True
32061886,2020,0.5,0.5,0.0,True
32061934,2020,0.5,0.0,0.5,True
32062700,2020,1.0,0.0,0.0,True
32064121,2019,1.0,0.0,0.0,True
32064123,2019,1.0,0.0,0.0,True
32064159,2020,0.5,0.0,0.5,True
32064741,2021,1.0,0.0,0.0,True
32065076,2020,1.0,0.0,0.0,True
32065256,2020,0.0,0.6666666666666666,0.3333333333333333,True
32065628,2020,1.0,0.0,0.0,True
32066627,2020,0.5,0.0,0.5,True
32066688,2020,0.25,0.75,0.0,True
32066739,2020,1.0,0.0,0.0,True
32066947,2020,0.2,0.0,0.8,True
32067780,2020,1.0,0.0,0.0,True
32068070,2020,1.0,0.0,0.0,True
32068253,2020,1.0,0.0,0.0,True
32068843,2020,1.0,0.0,0.0,True
32069311,2020,0.2,0.0,0.8,True
